date,value
1981-01-01,101.725072957927
1982-01-01,100.54335919485
1983-01-01,135.027682230473
1984-01-01,192.121733132051
1985-01-01,225.989665211895
1986-01-01,147.142826237604
1987-01-01,228.336162575513
1988-01-01,629.114509120897
1989-01-01,1430.7237251472
1990-01-01,2947.732772483
1991-01-01,432.786661926461
1992-01-01,951.962053052818
1993-01-01,1927.38079016026
1994-01-01,2075.88839757325
1995-01-01,66.0070335542481
1996-01-01,15.7576656002606
1997-01-01,6.92671251629154
1998-01-01,3.19507629280052
1999-01-01,4.85844749902667
2000-01-01,7.04414105947266
2001-01-01,6.84035902487523
2002-01-01,8.45016437708331
2003-01-01,14.7149197228147
2004-01-01,6.59718509985963
2005-01-01,6.86953720898964
2006-01-01,4.18356812896909
2007-01-01,3.64127299102652
2008-01-01,5.67859390284168
2009-01-01,4.88803479876799
2010-01-01,5.03872690108075
2011-01-01,6.6364496221309
2012-01-01,5.40349914036997
2013-01-01,6.20431066640101
2014-01-01,6.32904015516139
2015-01-01,9.02990102416136
2016-01-01,8.73914352329393
2017-01-01,3.44637335032669
2018-01-01,3.66485028376729
2019-01-01,3.73297621216894
2020-01-01,3.21176803803376
2021-01-01,8.30165975585673
2022-01-01,9.28010608956873
2023-01-01,4.59356282283204
2024-01-01,4.36746407652337
