date,value
2000-01-01,0.346953500401839
2001-01-01,3.97887830468544
2002-01-01,0.481443850669978
2003-01-01,2.94895357602208
2004-01-01,4.63504244052499
2005-01-01,5.66468539988571
2006-01-01,5.85427808397004
2007-01-01,6.85075348142561
2008-01-01,0.232253785206522
2009-01-01,3.30693962897749
2010-01-01,8.05846738229616
2011-01-01,5.12111150793953
2012-01-01,4.56867217089721
2013-01-01,3.79784429499195
2014-01-01,5.02012072392745
2015-01-01,4.96771959054825
2016-01-01,4.21350883246842
2017-01-01,3.81551085014361
2018-01-01,5.67079617204573
2019-01-01,5.11415885767801
2020-01-01,-0.272754907932514
2021-01-01,7.59047715342879
2022-01-01,4.85998104288
2023-01-01,5.55588316282136
2024-01-01,4.50934774966127
2025-01-01,4.81011076369811
2026-01-01,4.88900289980766
