date,value
1960-01-01,5.4443273618724
1961-01-01,6.27914723477514
1962-01-01,5.26563234621733
1963-01-01,-2.69465535232731
1964-01-01,0.856793145737554
1965-01-01,4.10345873811618
1966-01-01,9.69034608375119
1967-01-01,-3.72633676514215
1968-01-01,-0.476059059060833
1969-01-01,10.155979202822
1970-01-01,13.757079924793
1971-01-01,15.9991148482235
1972-01-01,3.457649752015
1973-01-01,5.4026644539422
1974-01-01,12.674393177433
1975-01-01,33.9641883221777
1976-01-01,24.2999999999996
1977-01-01,15.0878340572687
1978-01-01,21.7092457416665
1979-01-01,11.7097306212117
1980-01-01,9.97226199001427
1981-01-01,20.8128229121949
1982-01-01,7.69774724714251
1983-01-01,23.2123315511559
1984-01-01,17.8205332860842
1985-01-01,7.4353448275863
1986-01-01,5.71715145436305
1987-01-01,11.2903225806452
1988-01-01,54.5112247797671
1989-01-01,50.4666881235916
1990-01-01,7.36440030557692
1991-01-01,13.0069731037427
1992-01-01,44.588842715023
1993-01-01,57.1652528349217
1994-01-01,57.031708911966
1995-01-01,72.8355022972637
1996-01-01,29.2682926829271
1997-01-01,8.52987421383639
1998-01-01,9.99637812386801
1999-01-01,6.61837339479756
2000-01-01,6.93329215565161
2001-01-01,18.8736462093862
2002-01-01,12.8765792031099
2003-01-01,14.0317836131437
2004-01-01,14.9980338183251
2005-01-01,17.8634933661605
2006-01-01,8.22522152017048
2007-01-01,5.3880079685863
2008-01-01,11.5810751748252
2009-01-01,12.5378277304689
2010-01-01,13.7400521363694
2011-01-01,10.8261371880017
2012-01-01,12.2242413020583
2013-01-01,8.49551838265678
2014-01-01,8.04741087967907
2015-01-01,9.00943498007699
2016-01-01,15.6968126387972
2017-01-01,16.5022662139641
2018-01-01,12.0951065173432
2019-01-01,11.3964223378115
2020-01-01,13.2460234276597
2021-01-01,16.9528457221608
2022-01-01,18.8471877843274
2023-01-01,24.6595502031139
2024-01-01,33.2420966545405
