date,value
2000-01-01,5.51849970868633
2001-01-01,6.66684819665844
2002-01-01,14.6043814514254
2003-01-01,9.50260613561551
2004-01-01,10.4420037639767
2005-01-01,7.00845687597083
2006-01-01,6.72597414138827
2007-01-01,7.31808090166973
2008-01-01,7.19928710672407
2009-01-01,8.35334418060963
2010-01-01,11.258906580302
2011-01-01,4.88738801840707
2012-01-01,4.27927739751033
2013-01-01,5.3944168546103
2014-01-01,6.30971714642429
2015-01-01,2.65269252094342
2016-01-01,-1.61686829103737
2017-01-01,0.805886973453607
2018-01-01,1.92275715725014
2019-01-01,2.20842970870157
2020-01-01,-1.79425359957322
2021-01-01,3.64718650383711
2022-01-01,3.25168145766551
2023-01-01,2.86021372320444
2024-01-01,3.42644037432404
2025-01-01,3.03863207616949
2026-01-01,2.72470172948012
